rule_id,source_id,source_path,source_start_line,source_end_line,source_text,intent,applies_when,subject,rule_layer,candidate_category,candidate_item,secondary_impacts,cluster_id,treatment,target_rule_id,notes
RULE-W4-001-043,SRC-W4-001,docs/W4-build/00-main.md,50,50,模型供应商,新增模型供应商必须人工判断,引入外部供应商时,模型供应商门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-AI-MODEL-ROUTING-SRC-W4-001,rewrite,TECH-022-AI-MODEL-ROUTING-S01,人工判断项
RULE-W4-001-044,SRC-W4-001,docs/W4-build/00-main.md,50,50,付费工具链,新增付费工具链必须人工判断,引入开发工具时,付费工具门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-MAIN-SRC-W4-001-EVIDENCE-GATE,rewrite,TECH-212-GOVERNANCE-MAIN-S01,人工判断项
RULE-W4-001-045,SRC-W4-001,docs/W4-build/00-main.md,51,51,生产配置,允许生产配置运行时切换必须人工判断,改变运行时控制时,生产配置切换门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-001,rewrite,TECH-165-CONFIG-FLAG-RUNTIME-ROUTING-S01,人工判断项
RULE-W4-001-046,SRC-W4-001,docs/W4-build/00-main.md,51,51,Feature Flag,允许 Feature Flag 运行时切换必须人工判断,改变运行时控制时,Feature Flag 门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-001,rewrite,TECH-165-CONFIG-FLAG-RUNTIME-ROUTING-S02,人工判断项
RULE-W4-001-047,SRC-W4-001,docs/W4-build/00-main.md,51,51,kill switch,允许 kill switch 运行时切换必须人工判断,改变运行时控制时,kill switch 门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-001,rewrite,TECH-165-CONFIG-FLAG-RUNTIME-ROUTING-S03,人工判断项
RULE-W4-001-048,SRC-W4-001,docs/W4-build/00-main.md,51,51,AI route,允许 AI route 运行时切换必须人工判断,改变运行时控制时,AI route 门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-001,rewrite,TECH-165-CONFIG-FLAG-RUNTIME-ROUTING-S04,人工判断项
RULE-W4-001-049,SRC-W4-001,docs/W4-build/00-main.md,51,51,高成本能力,允许高成本能力运行时切换必须人工判断,改变运行时控制时,高成本能力门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-001,rewrite,TECH-165-CONFIG-FLAG-RUNTIME-ROUTING-S05,人工判断项
RULE-W4-001-050,SRC-W4-001,docs/W4-build/00-main.md,52,52,执行有副作用命令,允许 AI agent 执行有副作用命令必须人工判断,授权 AI coding 时,副作用命令门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-AUTH-TENANT-PERMISSION-SRC-W4-001,rewrite,TECH-141-AUTH-TENANT-PERMISSION-S02,人工判断项
RULE-W4-001-051,SRC-W4-001,docs/W4-build/00-main.md,52,52,访问真实数据,允许 AI agent 访问真实数据必须人工判断,授权 AI coding 时,真实数据门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-AUTH-TENANT-PERMISSION-SRC-W4-001,rewrite,TECH-141-AUTH-TENANT-PERMISSION-S03,人工判断项
RULE-W4-001-052,SRC-W4-001,docs/W4-build/00-main.md,52,52,调用真实供应商,允许 AI agent 调用真实供应商必须人工判断,授权 AI coding 时,真实供应商门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-AUTH-TENANT-PERMISSION-SRC-W4-001,rewrite,TECH-141-AUTH-TENANT-PERMISSION-S04,人工判断项
RULE-W4-001-053,SRC-W4-001,docs/W4-build/00-main.md,52,52,删除/跳过失败测试,允许 AI agent 删除或跳过失败测试必须人工判断,授权 AI coding 时,失败测试门禁,risk-or-approval-boundary,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,rewrite,VERIFY-EVIDENCE-W4-001-L052,G5 验证重写
RULE-W4-001-054,SRC-W4-001,docs/W4-build/00-main.md,52,52,扩大自主权限,扩大 AI agent 自主权限必须人工判断,授权 AI coding 时,自主权限门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-AI-AUTONOMY-BOUNDARY,rewrite,TECH-004-AI-AUTONOMY-BOUNDARY-S06,人工判断项
RULE-W4-001-055,SRC-W4-001,docs/W4-build/00-main.md,53,53,没有本地验证,接受没有本地验证的实现进入下一步必须人工判断,决定 W4 出口时,本地验证缺口门禁,risk-or-approval-boundary,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,merge,VERIFY-EVIDENCE-W4-001-L053,G5 验证重写；合并 2 条同权威意图
RULE-W4-001-056,SRC-W4-001,docs/W4-build/00-main.md,53,53,没有幂等,接受没有幂等的实现进入下一步必须人工判断,决定 W4 出口时,幂等缺口门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-MAIN-SRC-W4-001-EVIDENCE-GATE,rewrite,TECH-212-GOVERNANCE-MAIN-S02,人工判断项
RULE-W4-001-057,SRC-W4-001,docs/W4-build/00-main.md,53,53,没有回滚,接受没有回滚的实现进入下一步必须人工判断,决定 W4 出口时,回滚缺口门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-MAIN-SRC-W4-001-RELEASE-ROLLBACK,rewrite,TECH-213-GOVERNANCE-MAIN-S01,人工判断项
RULE-W4-001-058,SRC-W4-001,docs/W4-build/00-main.md,53,53,没有取消/重试上限,接受没有取消能力或重试上限的实现进入下一步必须人工判断,决定 W4 出口时,取消重试缺口门禁,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-RETRY-FALLBACK-RESILIENCE-SRC-W4-001,rewrite,TECH-242-RETRY-FALLBACK-RESILIENCE-S01,人工判断项
RULE-W4-001-059,SRC-W4-001,docs/W4-build/00-main.md,53,53,没有 W5 门禁证据,接受没有 W5 门禁证据的实现进入下一步必须人工判断,决定 W4 出口时,W5 证据缺口门禁,risk-or-approval-boundary,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,merge,VERIFY-EVIDENCE-W4-001-L053,G5 验证重写；合并 2 条同权威意图
RULE-W4-001-060,SRC-W4-001,docs/W4-build/00-main.md,67,67,public/stable 或客户依赖时再单独开 change,public/stable 或客户依赖的开发者表面必须单独开 change,实现对外 API、SDK 或文档时,开发者表面 change 条件,risk-or-approval-boundary,工程交付,技术设计,,CLUSTER-TECH-DESIGN-API-CONTRACT-ERROR-MODEL-SRC-W4-001,rewrite,TECH-088-DEVELOPER-SURFACE-SEPARATE-CHANGE,专项边界
RULE-W4-001-061,SRC-W4-001,docs/W4-build/00-main.md,69,69,先读最靠近副作用边界的专项,多专项触发时优先读取最靠近副作用边界的专项,实现同时触发多个专项时,专项优先级,normative-requirement,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,rewrite,IMPL-NEAREST-SIDE-EFFECT-SPECIALTY,G5 实现重写；独立权威目标
RULE-W4-001-062,SRC-W4-001,docs/W4-build/00-main.md,69,69,AI 长任务同时读异步 job 和 W3 相关专项,AI 长任务必须同时使用异步 job 与 W3 相关专项,实现 AI 长任务时,跨专项组合,normative-requirement,工程交付,实现,,CLUSTER-IMPLEMENTATION-ASYNC-JOB-WORKER-SRC-W4-001,rewrite,IMPL-AI-LONG-JOB-DUAL-ROUTING,G5 实现重写；独立权威目标
RULE-W4-001-063,SRC-W4-001,docs/W4-build/00-main.md,75,75,W2/W3 的输入没有被实现过程悄悄改变,进入 W5 前必须确认 W2/W3 输入未被实现过程暗改,决定 W4 出口时,上游输入完整性,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,rewrite,IMPL-INPUT-INTEGRITY-EXIT,G5 实现重写；独立权威目标
RULE-W4-001-064,SRC-W4-001,docs/W4-build/00-main.md,75,75,若改变，已回退更新,W2/W3 输入改变时必须回退更新,决定 W4 出口时,上游变化回退,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,rewrite,IMPL-INPUT-CHANGE-RECORDED-RETURN,G5 实现重写；独立权威目标
RULE-W4-001-065,SRC-W4-001,docs/W4-build/00-main.md,76,76,已产出最小工件，或记录了为什么不适用,触发的 W4 专项必须产出最小工件，或记录为什么不适用,决定 W4 出口时,专项工件或不适用说明,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,rewrite,IMPL-MINIMUM-ARTIFACT-EXIT,G5 实现重写；独立权威目标
RULE-W4-001-067,SRC-W4-001,docs/W4-build/00-main.md,77,77,本地实现能构建或至少给出无法运行的具体原因,进入 W5 前，本地实现必须能构建或至少给出无法运行的具体原因,决定 W4 出口时,构建或无法运行说明,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,rewrite,IMPL-BUILDABLE-OR-CONCRETE-BLOCKER,G5 实现重写；独立权威目标
RULE-W4-001-069,SRC-W4-001,docs/W4-build/00-main.md,78,78,rollback、幂等、限流、审计或人工 checkpoint 说明,高风险实现面进入 W5 前必须至少有 rollback、幂等、限流、审计或人工 checkpoint 说明之一,决定 W4 出口时,高风险控制说明替代项,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-RELEASE-ROLLBACK,rewrite,IMPL-HIGH-RISK-CONTROL-DESCRIPTION,G5 实现重写；独立权威目标
RULE-W4-001-074,SRC-W4-001,docs/W4-build/00-main.md,79,79,小批次记录,AI coding 变更必须有小批次记录,决定 W4 出口时,AI batch 记录,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-AI-PROMPT-TOOL,rewrite,IMPL-AI-CODING-SMALL-BATCH,G5 实现重写；独立权威目标
RULE-W4-001-075,SRC-W4-001,docs/W4-build/00-main.md,79,79,自审,AI coding 变更必须有自审,决定 W4 出口时,AI 自审,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-AI-PROMPT-TOOL,rewrite,IMPL-AI-CODING-SELF-REVIEW,G5 实现重写；独立权威目标
RULE-W4-001-076,SRC-W4-001,docs/W4-build/00-main.md,79,79,验证命令结果,AI coding 变更必须有验证命令结果,决定 W4 出口时,AI 验证结果,artifact-or-evidence,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,rewrite,VERIFY-EVIDENCE-W4-001-L079,G5 验证重写
RULE-W4-001-077,SRC-W4-001,docs/W4-build/00-main.md,80,80,残余风险已经写给 W5,残余风险必须显式移交 W5,决定 W4 出口时,残余风险移交,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-PROCESS-GOVERNANCE,merge,IMPL-VERIFICATION-HANDOFF-RISKS,G5 实现重写；合并 5 条同权威意图
RULE-W4-001-078,SRC-W4-001,docs/W4-build/00-main.md,84,84,进入 W5,证据不足、测试缺口或未验证风险必须进入 W5,选择 W4 出口时,W5 路由,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,rewrite,VERIFY-EVIDENCE-W4-001-L084,G5 验证重写
RULE-W4-001-079,SRC-W4-001,docs/W4-build/00-main.md,85,85,W5 通过后进入 W6,发布、上线、公开承诺或 rollback 计划必须在 W5 通过后进入 W6,选择 W4 出口时,W6 路由,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-PLANNING-GOVERNANCE-ROUTING-FP-SRC-W4-001,rewrite,VERIFY-PLANNING-GOVERNANCE-ROUTING-FP-W4-001-L085,G5 验证重写
RULE-W4-001-080,SRC-W4-001,docs/W4-build/00-main.md,86,86,进入 W7,线上观测、告警、runbook、事故或凭据轮换必须进入 W7,选择 W4 出口时,W7 路由,normative-requirement,工程交付,实现,,CLUSTER-IMPLEMENTATION-CREDENTIAL-ROTATION-REVOCATION-FP-SRC-W4-001,rewrite,IMPL-OPERATIONS-HANDOFF,G5 实现重写；独立权威目标
RULE-W4-001-081,SRC-W4-001,docs/W4-build/00-main.md,87,87,进入 W8，再回到 W0/W1,用户反馈、质量回归或支持信号改变下一步时进入 W8 再回 W0/W1,选择 W4 出口时,W8 学习路由,normative-requirement,运行维护,评估,,CLUSTER-ASSESSMENT-AI-QUALITY-LEARNING-REVIEW-SRC-W4-001,merge,EVALUATION-ROUTE-001,G5 评估；合并来源数=3；目标来源总数=3；目标=EVALUATION-ROUTE-001；原注=出口选择；保留意图：用户反馈、质量回归或支持信号改变下一步时进入 W8 再回 W0/W1
RULE-W4-001-082,SRC-W4-001,docs/W4-build/00-main.md,91,91,回到 W1,产品目标、成功指标或用户问题变化时回到 W1,实施 W4 工作时,产品变化回退,risk-or-approval-boundary,产品设计,定义,,CLUSTER-DEFINITION-SCOPE-OUTCOME-SRC-W4-001,merge,DEFINITION-PRODUCT-ROUTING,回退规则
RULE-W4-001-083,SRC-W4-001,docs/W4-build/00-main.md,92,92,回到 W0,工作不再值得做或超过 appetite 时回到 W0,实施 W4 工作时,价值变化回退,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-MAIN-SRC-W4-001-GENERAL,merge,IMPL-WORTH-RETURN-INTAKE,G5 实现重写；合并 2 条同权威意图
RULE-W4-001-084,SRC-W4-001,docs/W4-build/00-main.md,93,93,回到 W2,API、架构、权限、安全、成本、数据、供应商或承诺变化时回到 W2,实施 W4 工作时,风险边界变化回退,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-API-CONTRACT-ERROR-MODEL-SRC-W4-001,merge,IMPL-BOUNDARY-RETURN-TECH-DESIGN,G5 实现重写；合并 4 条同权威意图
RULE-W4-001-085,SRC-W4-001,docs/W4-build/00-main.md,94,94,回到 W3,Prompt、eval、模型、工具、RAG、记忆或 AI 安全变化时回到 W3,实施 W4 工作时,AI 行为变化回退,risk-or-approval-boundary,工程交付,验证,,CLUSTER-VERIFICATION-AI-EVAL-FIXTURE-SRC-W4-001,rewrite,VERIFY-AI-EVAL-FIXTURE-W4-001-L094,G5 验证重写
RULE-W4-001-086,SRC-W4-001,docs/W4-build/00-main.md,95,95,留在 W4 修复或进入 W5 做门禁判断,验证失败但方向仍正确时留 W4 修复或进入 W5 判断,实施 W4 工作时,验证失败处置,normative-requirement,工程交付,验证,,CLUSTER-VERIFICATION-TEST-VERIFICATION-EVIDENCE-SRC-W4-001,rewrite,VERIFY-EVIDENCE-W4-001-L095,G5 验证重写
RULE-W4-002-001,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,3,3,与 docs/01-minimal-rd-kernel.md 冲突时，以最小内核为准。,与最小内核冲突时以最小内核为准,应用服务端专项时,规范权威优先级,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-MINIMAL-KERNEL-PRECEDENCE,G5 实现重写；合并 8 条同权威意图
RULE-W4-002-002,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,7,7,只有当当前实现涉及 Go/Kratos 服务、Protobuf/gRPC、sqlc、repository、service 层、后端测试或最小运维要求时，才需要读取本文件。,只有 W4 主入口触发 Go/Kratos/sqlc/gRPC 实现时才使用本专项,决定是否使用服务端专项时,专项进入条件,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-API-CONTRACT-ERROR-MODEL-SRC-W4-002,merge,IMPL-SPECIALTY-TRIGGER-MATRIX,G5 实现重写；合并 8 条同权威意图
RULE-W4-002-003,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,9,9,普通 W4 实现入口应先回到 `docs/W4-build/00-main.md`,普通 W4 实现必须先回主入口,选择 W4 文件时,主入口回退,normative-requirement,工程交付,实现,,CLUSTER-IMPLEMENTATION-PLANNING-GOVERNANCE-ROUTING-FP-SRC-W4-002,merge,IMPL-W4-MAIN-FIRST,G5 实现重写；合并 9 条同权威意图
RULE-W4-002-004,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,13,13,Standard/High-risk 实现需求由 OpenSpec change 承载,Standard/High-risk 服务端需求必须由 OpenSpec change 承载,实现 Standard 或 High-risk 服务时,OpenSpec 承载,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-PLANNING-GOVERNANCE-ROUTING-FP-SRC-W4-002,merge,IMPL-SERVICE-CHANGE-SOURCE,G5 实现重写；合并 2 条同权威意图
RULE-W4-002-005,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,13,13,链接权威产品输入,服务端 OpenSpec change 必须链接权威产品输入,实现 Standard 或 High-risk 服务时,产品输入链接,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-PLANNING-GOVERNANCE-ROUTING-FP-SRC-W4-002,merge,IMPL-SERVICE-CHANGE-SOURCE,G5 实现重写；合并 2 条同权威意图
RULE-W4-002-006,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,37,37,Go 1.25+,新服务默认使用 Go 1.25+,创建新服务时,Go 默认版本,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,rewrite,TECH-208-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE-S01,默认决策
RULE-W4-002-007,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,37,37,Kratos v3,新服务默认使用 Kratos v3,创建新服务时,Kratos 默认版本,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,TECH-208-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE-S01,默认决策
RULE-W4-002-008,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,38,38,服务间通信默认 gRPC,服务间通信默认使用 gRPC,设计服务通信时,gRPC 默认,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-API-CONTRACT-ERROR-MODEL-SRC-W4-002,rewrite,TECH-089-SERVICE-COMMUNICATION-PROTOCOL,默认决策
RULE-W4-002-009,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,38,38,HTTP 只作为浏览器、webhook、第三方或公开 API 的兼容层,HTTP 仅作为浏览器、webhook、第三方或公开 API 兼容层,设计服务通信时,HTTP 边界,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-API-CONTRACT-ERROR-MODEL-SRC-W4-002,merge,TECH-089-SERVICE-COMMUNICATION-PROTOCOL,默认决策
RULE-W4-002-010,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,39,39,API 默认 Protobuf-first,API 默认 Protobuf-first,设计服务 API 时,Protobuf-first 默认,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-API-CONTRACT-ERROR-MODEL-SRC-W4-002,rewrite,TECH-089-PROTOBUF-FIRST-CONTRACT-SOURCE,默认决策
RULE-W4-002-011,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,39,39,`.proto` 是接口契约源头,proto 必须作为接口契约源头,设计服务 API 时,proto 事实源,normative-requirement,工程交付,技术设计,,CLUSTER-TECH-DESIGN-API-CONTRACT-ERROR-MODEL-SRC-W4-002,merge,TECH-089-PROTOBUF-FIRST-CONTRACT-SOURCE,默认决策
RULE-W4-002-012,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,40,40,数据库默认 MySQL,数据库默认使用 MySQL,创建新服务时,数据库默认,implementation-detail,工程交付,技术设计,,CLUSTER-TECH-DESIGN-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE,rewrite,TECH-251-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE-S01,默认决策
RULE-W4-002-013,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,40,40,项目固定版本,项目必须固定数据库版本,选择数据库时,数据库版本固定,artifact-or-evidence,工程交付,技术设计,,CLUSTER-TECH-DESIGN-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE,rewrite,TECH-251-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE-S02,默认决策
RULE-W4-002-014,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,40,40,记录原因,选择非默认数据库时必须记录原因,选择非 MySQL 数据库时,数据库例外理由,artifact-or-evidence,工程交付,技术设计,,CLUSTER-TECH-DESIGN-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE,rewrite,TECH-251-SCHEMA-DATA-GO-KRATOS-SQLC-GRPC-SERVICE-S03,默认决策
RULE-W4-002-015,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,41,41,数据访问默认 sqlc；不默认引入 ORM。,数据访问默认使用 sqlc，不默认引入 ORM,实现数据访问时,sqlc 与 ORM 默认边界,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-BACKEND-CODE-GO-KRATOS-SQLC-GRPC-SERVICE,rewrite,IMPL-SQLC-NOT-ORM-DEFAULT,G5 实现重写；独立权威目标
RULE-W4-002-017,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,42,42,空目录,新服务必须在空目录生成,创建新服务时,空目录模板生成,risk-or-approval-boundary,工程交付,实现,,CLUSTER-IMPLEMENTATION-WORKSPACE-TOOLING-SRC-W4-002,merge,IMPL-NEW-SERVICE-TEMPLATE,G5 实现重写；合并 2 条同权威意图
RULE-W4-002-018,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,42,42,当前批准的 Kratos CLI 模板生成,新服务必须用当前批准的 Kratos CLI 模板生成,创建新服务时,批准模板来源,artifact-or-evidence,工程交付,实现,,CLUSTER-IMPLEMENTATION-BACKEND-CODE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-NEW-SERVICE-TEMPLATE,G5 实现重写；合并 2 条同权威意图
RULE-W4-002-019,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,42,42,保留 provenance,新服务必须保留模板 provenance,创建新服务时,模板 provenance,artifact-or-evidence,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,TECH-208-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE-S01,模板要求
RULE-W4-002-020,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,42,42,不能手工拼装目录,新服务不得手工拼装目录,创建新服务时,手工目录禁令,normative-requirement,工程交付,技术设计,,CLUSTER-TECH-DESIGN-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,TECH-208-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE-S01,模板要求
RULE-W4-002-021,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,43,43,先做一个用户可见 SLO 草案,每个服务必须先做用户可见 SLO 草案再补观测,设计服务观测时,SLO 先行,artifact-or-evidence,运行维护,运行,,CLUSTER-OPERATIONS-OBSERVABILITY-SLO-ALERT-SRC-W4-002,merge,OPERATION-SLO-001,G5 运行；合并来源数=6；目标来源总数=6；目标=OPERATION-SLO-001；原注=默认决策；保留意图：每个服务必须先做用户可见 SLO 草案再补观测
RULE-W4-002-022,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,50,50,api/,Protobuf API 与生成代码默认位于 api/,建立服务目录时,api 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-API-CONTRACT-ERROR-MODEL-SRC-W4-002,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-023,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,51,51,cmd/<service>/,程序入口默认位于 cmd/<service>/,建立服务目录时,cmd 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-024,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,52,52,configs/,本地配置样例默认位于 configs/,建立服务目录时,configs 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-CONFIG-FLAG-RUNTIME-ROUTING-SRC-W4-002,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-025,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,53,53,internal/server/,server 装配默认位于 internal/server/,建立服务目录时,server 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-026,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,54,54,internal/service/,transport-facing 适配默认位于 internal/service/,建立服务目录时,service 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-GOVERNANCE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-027,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,55,55,internal/biz/,usecase、实体、领域错误和 repository 接口默认位于 internal/biz/,建立服务目录时,biz 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-BACKEND-CODE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-028,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,56,56,internal/data/,repository 实现、事务和 sqlc 调用默认位于 internal/data/,建立服务目录时,data 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-BACKEND-CODE-GO-KRATOS-SQLC-GRPC-SERVICE,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
RULE-W4-002-029,SRC-W4-002,docs/W4-build/01-go-kratos-sqlc-grpc-service-standard.md,57,57,internal/conf/,配置结构默认位于 internal/conf/,建立服务目录时,conf 路径,implementation-detail,工程交付,实现,,CLUSTER-IMPLEMENTATION-CONFIG-CODE-SRC-W4-002,merge,IMPL-SERVICE-DIRECTORY-LAYOUT,G5 实现重写；合并 11 条同权威意图
