rule_id,source_id,source_path,source_start_line,source_end_line,treatment,target_rule_id,principle_ids,retirement_reason,conflict_status
RULE-W2-336,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,95,95,merge,TECH-116-ARCHITECTURE-MODULE-ENTRY-SCHEMA-S01,,,
RULE-W2-337,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,96,96,rewrite,TECH-078-API-CONTRACT-ERROR-MODEL-S09,,,
RULE-W2-338,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,97,97,merge,TECH-116-ARCHITECTURE-MODULE-ENTRY-SCHEMA-S01,,,
RULE-W2-339,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,98,98,merge,TECH-116-ARCHITECTURE-MODULE-ENTRY-SCHEMA-S01,,,
RULE-W2-340,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,104,104,rewrite,TECH-117-ARCHITECTURE-MODULE-MAP-S01,,,
RULE-W2-341,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,105,105,merge,TECH-117-ARCHITECTURE-MODULE-MAP-S01,,,
RULE-W2-342,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,106,106,merge,TECH-117-ARCHITECTURE-MODULE-MAP-S01,,,
RULE-W2-343,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,107,107,merge,TECH-117-ARCHITECTURE-MODULE-MAP-S01,,,
RULE-W2-344,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,108,108,rewrite,TECH-109-ARCHITECTURE-BOUNDARY-S07,,,
RULE-W2-345,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,109,109,rewrite,TECH-078-API-CONTRACT-ERROR-MODEL-S10,,,
RULE-W2-346,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,110,110,rewrite,TECH-106-ARCHITECTURE-BOUNDARY-S03,,,
RULE-W2-347,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,111,111,merge,TECH-117-ARCHITECTURE-MODULE-MAP-S01,,,
RULE-W2-348,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,112,112,merge,TECH-109-ARCHITECTURE-BOUNDARY-S07,,,
RULE-W2-349,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,120,120,rewrite,TECH-189-DEPENDENCY-RULES-ARTIFACT-S01,,,
RULE-W2-350,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,121,121,merge,TECH-189-DEPENDENCY-RULES-ARTIFACT-S01,,,
RULE-W2-351,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,122,122,merge,TECH-189-DEPENDENCY-RULES-ARTIFACT-S01,,,
RULE-W2-352,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,123,123,merge,TECH-189-DEPENDENCY-RULES-ARTIFACT-S01,,,
RULE-W2-353,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,124,124,rewrite,TECH-108-ARCHITECTURE-BOUNDARY-S02,,,
RULE-W2-354,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,128,128,rewrite,TECH-188-DEPENDENCY-RULE-SCHEMA-S01,,,
RULE-W2-355,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,129,129,merge,TECH-188-DEPENDENCY-RULE-SCHEMA-S01,,,
RULE-W2-356,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,130,130,merge,TECH-188-DEPENDENCY-RULE-SCHEMA-S01,,,
RULE-W2-357,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,131,131,merge,TECH-188-DEPENDENCY-RULE-SCHEMA-S01,,,
RULE-W2-358,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,132,132,merge,TECH-188-DEPENDENCY-RULE-SCHEMA-S01,,,
RULE-W2-359,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,rewrite,TECH-053-AI-TOOL-PERMISSION-S01,,,
RULE-W2-360,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,rewrite,TECH-132-AUTH-TENANT-PERMISSION-S02,,,
RULE-W2-361,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,merge,TECH-132-AUTH-TENANT-PERMISSION-S02,,,
RULE-W2-362,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,merge,TECH-053-AI-TOOL-PERMISSION-S01,,,
RULE-W2-363,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,merge,TECH-053-AI-TOOL-PERMISSION-S01,,,
RULE-W2-364,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,merge,TECH-053-AI-TOOL-PERMISSION-S01,,,
RULE-W2-365,SRC-W2-002,docs/W2-openspec-risk/01-architecture-boundary-standard.md,195,195,merge,TECH-053-AI-TOOL-PERMISSION-S01,,,
RULE-W2-366,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,68,68,rewrite,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-367,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,69,69,rewrite,TECH-074-API-CONTRACT-API-CONTRACT-COMPATIBILITY-S01,,,
RULE-W2-368,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,70,70,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-369,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,71,71,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-370,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,72,72,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-371,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,73,73,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-372,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,74,74,rewrite,TECH-079-SURFACE-MAP-PROTOBUF-ROOTS,,,
RULE-W2-373,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,75,75,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-374,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,76,76,rewrite,TECH-054-AI-TOOL-PERMISSION-S01,,,
RULE-W2-375,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,77,77,rewrite,TECH-072-API-CONTRACT-API-CONTRACT-COMPATIBILITY-S01,,,
RULE-W2-376,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,78,78,merge,TECH-073-SURFACE-MAP-SCHEMA,,,
RULE-W2-377,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,82,82,rewrite,TECH-073-SURFACE-ITEM-SCHEMA,,,
RULE-W2-378,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,83,83,rewrite,TECH-075-API-CONTRACT-API-CONTRACT-COMPATIBILITY-S02,,,
RULE-W2-379,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,84,84,merge,TECH-073-SURFACE-ITEM-SCHEMA,,,
RULE-W2-380,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,85,85,merge,TECH-075-API-CONTRACT-API-CONTRACT-COMPATIBILITY-S02,,,
RULE-W2-381,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,86,86,merge,TECH-073-SURFACE-ITEM-SCHEMA,,,
RULE-W2-382,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,87,87,merge,TECH-073-SURFACE-ITEM-SCHEMA,,,
RULE-W2-383,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,88,88,rewrite,TECH-074-API-CONTRACT-API-CONTRACT-COMPATIBILITY-S02,,,
RULE-W2-384,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,89,89,merge,TECH-073-SURFACE-ITEM-SCHEMA,,,
RULE-W2-385,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,90,90,merge,EVALUATION-DEPRECATION-003,,,
RULE-W2-386,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,98,98,rewrite,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-387,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,99,99,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-388,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,100,100,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-389,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,101,101,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-390,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,102,102,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-391,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,103,103,merge,EVALUATION-DEPRECATION-003,,,
RULE-W2-392,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,104,104,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-393,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,105,105,merge,TECH-200-GOVERNANCE-API-CONTRACT-COMPATIBILITY-S06,,,
RULE-W2-394,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,117,117,rewrite,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-395,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,118,118,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-396,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,119,119,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-397,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,120,120,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-398,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,121,121,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-399,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,122,122,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-400,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,123,123,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-401,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,124,124,merge,TECH-079-PROTO-EVOLUTION-PLAN-SCHEMA,,,
RULE-W2-402,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,138,138,rewrite,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-403,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,139,139,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-404,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,140,140,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-405,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,141,141,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-406,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,142,142,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-407,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,143,143,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-408,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,144,144,merge,OPERATION-OBSERVE-003,,,
RULE-W2-409,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,145,145,merge,TECH-079-ERROR-MODEL-SCHEMA,,,
RULE-W2-410,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,153,153,rewrite,VERIFY-EVIDENCE-W2-003-L153,,,
RULE-W2-411,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,154,154,rewrite,VERIFY-EVIDENCE-W2-003-L154,,,
RULE-W2-412,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,155,155,rewrite,VERIFY-EVIDENCE-W2-003-L155,,,
RULE-W2-413,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,156,156,rewrite,VERIFY-EVIDENCE-W2-003-L156,,,
RULE-W2-414,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,157,157,rewrite,VERIFY-AI-EVAL-FIXTURE-W2-003-L157,,,
RULE-W2-415,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,158,158,rewrite,VERIFY-EVIDENCE-W2-003-L158,,,
RULE-W2-416,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,159,159,rewrite,VERIFY-EVIDENCE-W2-003-L159,,,
RULE-W2-417,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,160,160,rewrite,VERIFY-EVIDENCE-W2-003-L160,,,
RULE-W2-418,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,161,161,rewrite,VERIFY-AI-EVAL-FIXTURE-W2-003-L161,,,
RULE-W2-419,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,162,162,rewrite,VERIFY-EVIDENCE-W2-003-L162,,,
RULE-W2-420,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,175,175,rewrite,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-421,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,176,176,merge,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-422,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,177,177,merge,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-423,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,178,178,rewrite,VERIFY-AI-EVAL-FIXTURE-W2-003-L178,,,
RULE-W2-424,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,179,179,merge,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-425,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,180,180,merge,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-426,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,181,181,merge,TECH-079-AI-CONTRACT-SCHEMA,,,
RULE-W2-427,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,185,185,rewrite,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-428,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,186,186,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-429,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,187,187,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-430,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,188,188,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-431,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,189,189,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-432,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,190,190,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-433,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,191,191,merge,TECH-247-SCHEMA-DATA-API-CONTRACT-COMPATIBILITY-S04,,,
RULE-W2-434,SRC-W2-003,docs/W2-openspec-risk/02-api-contract-compatibility-standard.md,192,192,rewrite,TECH-239-RETRY-FALLBACK-RESILIENCE-S01,,,
RULE-W2-435,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,rewrite,TECH-016-AI-MODEL-ROUTING-S02,,,
RULE-W2-436,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,merge,TECH-016-AI-MODEL-ROUTING-S02,,,
RULE-W2-437,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,rewrite,TECH-257-SECURITY-PRIVACY-S04,,,
RULE-W2-438,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,merge,TECH-257-SECURITY-PRIVACY-S04,,,
RULE-W2-439,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,merge,TECH-257-SECURITY-PRIVACY-S04,,,
RULE-W2-440,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,43,43,merge,TECH-257-SECURITY-PRIVACY-S04,,,
RULE-W2-441,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,rewrite,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-442,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-443,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-444,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-445,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-446,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-447,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,44,44,merge,TECH-257-SECURITY-PRIVACY-S05,,,
RULE-W2-448,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,45,45,rewrite,TECH-134-AUTH-COVERAGE,,,
RULE-W2-449,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,45,45,merge,TECH-134-AUTH-COVERAGE,,,
RULE-W2-450,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,45,45,merge,TECH-134-AUTH-COVERAGE,,,
RULE-W2-451,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,45,45,merge,TECH-134-AUTH-COVERAGE,,,
RULE-W2-452,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,45,45,merge,TECH-134-AUTH-COVERAGE,,,
RULE-W2-453,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,47,47,rewrite,TECH-215-SUPPLY-CHAIN-LOCKFILE-COVERAGE,,,
RULE-W2-454,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,47,47,rewrite,TECH-112-ARCHITECTURE-BOUNDARY-S01,,,
RULE-W2-455,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,47,47,rewrite,TECH-257-SECURITY-PRIVACY-S06,,,
RULE-W2-456,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,47,47,rewrite,TECH-232-PLANNING-GOVERNANCE-ROUTING-S01,,,
RULE-W2-457,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,47,47,rewrite,TECH-134-SUPPLY-CHAIN-CI-MINIMUM-PERMISSION,,,
RULE-W2-458,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,48,48,rewrite,TECH-028-AI-PROMPT-ARTIFACT-S02,,,
RULE-W2-459,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,48,48,rewrite,TECH-047-AI-SENSITIVE-DISCLOSURE-SAFETY-S01,,,
RULE-W2-460,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,48,48,rewrite,TECH-257-SECURITY-PRIVACY-S07,,,
RULE-W2-461,SRC-W2-004,docs/W2-openspec-risk/03-security-auth-supply-chain-standard.md,48,48,merge,TECH-257-SECURITY-PRIVACY-S07,,,
RULE-W2-462,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-174-COST-VENDOR-S06,,,
RULE-W2-463,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-174-COST-VENDOR-S07,,,
RULE-W2-464,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-174-COST-VENDOR-S08,,,
RULE-W2-465,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-174-COST-VENDOR-S09,,,
RULE-W2-466,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-174-COST-VENDOR-S10,,,
RULE-W2-467,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-240-RETRY-FALLBACK-RESILIENCE-S02,,,
RULE-W2-468,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,57,57,rewrite,TECH-017-AI-MODEL-ROUTING-S07,,,
RULE-W2-469,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,58,58,rewrite,TECH-203-CUSTOMER-DATA-RECORD-FIELDS,,,
RULE-W2-470,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,58,58,merge,TECH-203-CUSTOMER-DATA-RECORD-FIELDS,,,
RULE-W2-471,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,58,58,merge,TECH-203-CUSTOMER-DATA-RECORD-FIELDS,,,
RULE-W2-472,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,58,58,rewrite,TECH-154-BACKUP-RESTORE-RECOVERY-S01,,,
RULE-W2-473,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,58,58,merge,TECH-203-CUSTOMER-DATA-RECORD-FIELDS,,,
RULE-W2-474,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,rewrite,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-475,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-476,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-477,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-478,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-479,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-480,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-481,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,59,59,merge,TECH-017-AI-MODEL-ROUTING-S08,,,
RULE-W2-482,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,60,60,rewrite,TECH-203-CONTENT-PROVENANCE-FIELDS,,,
RULE-W2-483,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,60,60,merge,TECH-203-CONTENT-PROVENANCE-FIELDS,,,
RULE-W2-484,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,60,60,merge,TECH-203-CONTENT-PROVENANCE-FIELDS,,,
RULE-W2-485,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,65,65,rewrite,TECH-174-COST-VENDOR-S11,,,
RULE-W2-486,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,65,65,merge,TECH-174-COST-VENDOR-S11,,,
RULE-W2-487,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,65,65,merge,TECH-174-COST-VENDOR-S11,,,
RULE-W2-488,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,65,65,merge,TECH-174-COST-VENDOR-S11,,,
RULE-W2-489,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,65,65,merge,TECH-174-COST-VENDOR-S11,,,
RULE-W2-490,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,66,66,rewrite,TECH-123-ASYNC-JOB-WORKER-S02,,,
RULE-W2-491,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,66,66,merge,TECH-123-ASYNC-JOB-WORKER-S02,,,
RULE-W2-492,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,66,66,merge,TECH-123-ASYNC-JOB-WORKER-S02,,,
RULE-W2-493,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,66,66,merge,TECH-123-ASYNC-JOB-WORKER-S02,,,
RULE-W2-494,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,66,66,merge,TECH-123-ASYNC-JOB-WORKER-S02,,,
RULE-W2-495,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,67,67,rewrite,TECH-240-RETRY-FALLBACK-RESILIENCE-S03,,,
RULE-W2-496,SRC-W2-005,docs/W2-openspec-risk/04-cost-data-vendor-trust-boundary-standard.md,67,67,merge,TECH-240-RETRY-FALLBACK-RESILIENCE-S03,,,
